IP:Port,Loss,Latency
162.159.195.235:968,0%,26.16
188.114.97.36:3476,0%,26.16
162.159.195.129:942,0%,26.17
188.114.96.7:8742,0%,26.17
188.114.96.213:4500,0%,26.17
162.159.195.105:7103,0%,26.17
162.159.195.114:3854,0%,26.17
188.114.99.179:1180,0%,26.17
188.114.99.195:8854,0%,26.17
188.114.98.73:943,0%,26.17
188.114.96.101:3581,0%,26.17
188.114.99.112:968,0%,26.17
188.114.98.49:1074,0%,26.17
188.114.96.86:880,0%,26.17
162.159.192.154:2506,0%,26.17
188.114.96.253:7156,0%,26.18
188.114.99.178:988,0%,26.18
188.114.97.22:4177,0%,26.18
188.114.97.104:891,0%,26.18
162.159.192.142:968,0%,26.18
162.159.195.92:3854,0%,26.18
188.114.98.172:7156,0%,26.18
188.114.96.236:1010,0%,26.18
188.114.98.123:1070,0%,26.19
188.114.96.167:3138,0%,26.19
188.114.96.181:4500,0%,26.19
188.114.99.2:1014,0%,26.19
188.114.97.246:894,0%,26.19
188.114.99.213:1002,0%,26.19
188.114.97.70:8886,0%,26.19
188.114.99.88:945,0%,26.19
162.159.192.157:928,0%,26.19
188.114.98.131:945,0%,26.19
162.159.192.69:880,0%,26.19
188.114.99.175:1010,0%,26.19
188.114.99.82:939,0%,26.20
188.114.98.220:7559,0%,26.20
162.159.195.182:3581,0%,26.20
188.114.98.65:5956,0%,26.20
162.159.195.40:946,0%,26.20
188.114.96.201:2371,0%,26.20
162.159.195.173:3581,0%,26.20
188.114.96.225:880,0%,26.21
188.114.96.135:7103,0%,26.21
188.114.97.48:2408,0%,26.21
162.159.195.151:1010,0%,26.21
188.114.98.208:1843,0%,26.21
188.114.98.92:8319,0%,26.21
188.114.96.225:878,0%,26.21
188.114.98.220:1014,0%,26.21
188.114.98.43:878,0%,26.21
188.114.97.195:945,0%,26.21
188.114.97.161:7152,0%,26.21
188.114.96.211:8886,0%,26.22
162.159.195.239:7152,0%,26.22
188.114.97.22:945,0%,26.22
188.114.97.74:2371,0%,26.22
162.159.192.216:7103,0%,26.22
188.114.98.138:864,0%,26.22
162.159.195.165:1018,0%,26.22
162.159.195.43:1074,0%,26.23
188.114.98.238:4177,0%,26.23
188.114.96.128:928,0%,26.23
162.159.195.207:945,0%,26.23
188.114.98.8:8886,0%,26.23
188.114.99.221:945,0%,26.23
162.159.192.251:3854,0%,26.23
162.159.195.209:988,0%,26.23
188.114.98.155:3581,0%,26.24
188.114.99.72:4500,0%,26.24
188.114.96.247:946,0%,26.24
162.159.192.251:7156,0%,26.24
188.114.98.170:864,0%,26.24
188.114.99.119:7559,0%,26.24
188.114.97.162:3581,0%,26.24
188.114.99.16:3476,0%,26.24
188.114.98.137:7281,0%,26.24
188.114.98.95:7152,0%,26.24
188.114.99.83:988,0%,26.24
188.114.96.28:7559,0%,26.24
162.159.195.196:942,0%,26.24
188.114.98.197:8886,0%,26.24
188.114.97.236:8854,0%,26.25
188.114.98.31:894,0%,26.25
162.159.192.72:7156,0%,26.25
188.114.96.193:939,0%,26.25
188.114.98.118:1002,0%,26.25
162.159.195.160:3476,0%,26.25
188.114.99.12:880,0%,26.26
188.114.98.99:939,0%,26.26
188.114.97.193:500,0%,26.26
188.114.98.165:5279,0%,26.26
188.114.98.86:908,0%,26.27
162.159.195.46:8854,0%,26.27
188.114.96.92:988,0%,26.27
162.159.192.160:4198,0%,26.27
188.114.99.73:5956,0%,26.27
162.159.195.59:939,0%,26.27
188.114.98.141:1010,0%,26.27
188.114.96.138:8742,0%,26.27
188.114.98.169:988,0%,26.27
162.159.195.0:1180,0%,26.27
188.114.97.162:8886,0%,26.28
188.114.98.182:903,0%,26.28
188.114.98.235:3138,0%,26.28
188.114.96.107:1070,0%,26.28
188.114.96.17:500,0%,26.28
162.159.192.67:1014,0%,26.28
162.159.192.254:1843,0%,26.28
188.114.99.225:2506,0%,26.28
188.114.96.229:8854,0%,26.28
188.114.99.157:1074,0%,26.29
188.114.97.221:987,0%,26.29
188.114.99.122:500,0%,26.29
188.114.96.156:942,0%,26.29
162.159.192.211:7156,0%,26.29
188.114.97.40:903,0%,26.29
188.114.98.160:8854,0%,26.30
188.114.96.3:880,0%,26.30
162.159.195.40:1014,0%,26.30
162.159.192.226:1002,0%,26.30
162.159.192.114:8854,0%,26.30
188.114.99.199:894,0%,26.30
188.114.97.231:1010,0%,26.31
162.159.192.121:878,0%,26.31
162.159.195.220:945,0%,26.31
162.159.192.113:880,0%,26.31
188.114.99.181:3581,0%,26.31
188.114.98.201:859,0%,26.31
188.114.98.30:864,0%,26.31
188.114.98.64:1180,0%,26.31
162.159.195.16:7281,0%,26.32
162.159.195.227:942,0%,26.32
188.114.98.25:8319,0%,26.32
188.114.98.82:8319,0%,26.32
188.114.98.240:1002,0%,26.32
162.159.195.157:894,0%,26.32
162.159.195.207:939,0%,26.32
188.114.98.65:8319,0%,26.32
188.114.98.124:859,0%,26.32
188.114.99.13:934,0%,26.33
188.114.98.50:946,0%,26.33
162.159.195.218:928,0%,26.33
188.114.97.3:2506,0%,26.33
188.114.99.126:4500,0%,26.33
162.159.195.95:7152,0%,26.33
188.114.98.200:5956,0%,26.33
188.114.98.136:1018,0%,26.33
188.114.99.72:1018,0%,26.34
162.159.192.41:2408,0%,26.34
188.114.97.127:500,0%,26.34
162.159.192.73:908,0%,26.34
162.159.192.83:903,0%,26.35
162.159.192.113:955,0%,26.35
188.114.99.134:3581,0%,26.35
162.159.195.226:894,0%,26.35
188.114.99.68:939,0%,26.35
162.159.192.158:4177,0%,26.35
188.114.99.124:1002,0%,26.35
162.159.192.202:864,0%,26.36
188.114.96.107:7281,0%,26.36
188.114.98.79:955,0%,26.36
188.114.98.35:7281,0%,26.36
188.114.97.213:890,0%,26.36
188.114.98.148:939,0%,26.36
188.114.96.110:987,0%,26.36
188.114.96.107:3581,0%,26.36
162.159.195.220:854,0%,26.36
188.114.98.241:3854,0%,26.36
162.159.195.255:500,0%,26.37
162.159.195.81:988,0%,26.37
188.114.96.64:1070,0%,26.37
188.114.96.177:8742,0%,26.37
162.159.195.17:968,0%,26.37
162.159.192.11:5956,0%,26.37
188.114.97.195:1843,0%,26.37
188.114.96.23:1014,0%,26.37
188.114.99.186:7152,0%,26.37
188.114.99.80:4233,0%,26.38
188.114.98.244:955,0%,26.38
162.159.195.58:1387,0%,26.38
162.159.192.152:4500,0%,26.38
188.114.96.230:987,0%,26.38
188.114.99.252:3476,0%,26.38
162.159.192.151:3854,0%,26.38
162.159.192.213:4233,0%,26.39
188.114.96.229:8742,0%,26.39
162.159.192.199:890,0%,26.39
188.114.96.84:3581,0%,26.39
162.159.195.240:928,0%,26.39
188.114.96.221:7281,0%,26.39
188.114.97.192:500,0%,26.39
188.114.97.85:890,0%,26.39
162.159.195.220:1843,0%,26.39
162.159.192.164:1010,0%,26.39
188.114.99.228:3138,0%,26.39
162.159.192.58:864,0%,26.40
188.114.97.133:3854,0%,26.40
162.159.192.120:859,0%,26.40
188.114.97.210:988,0%,26.40
188.114.99.140:934,0%,26.40
162.159.195.183:1070,0%,26.40
188.114.98.18:1387,0%,26.40
188.114.96.166:1074,0%,26.40
162.159.192.129:859,0%,26.40
162.159.195.100:8319,0%,26.40
188.114.96.121:943,0%,26.41
188.114.97.247:955,0%,26.41
188.114.98.189:1843,0%,26.41
162.159.195.126:928,0%,26.41
188.114.97.231:1070,0%,26.41
188.114.98.91:1387,0%,26.41
162.159.195.109:1014,0%,26.41
162.159.195.196:903,0%,26.41
188.114.98.132:2408,0%,26.42
162.159.192.99:946,0%,26.42
188.114.96.159:8742,0%,26.42
188.114.96.33:894,0%,26.42
188.114.98.52:1074,0%,26.42
188.114.98.22:946,0%,26.42
188.114.98.9:4233,0%,26.43
188.114.97.204:3138,0%,26.43
188.114.97.155:1701,0%,26.43
188.114.97.45:1002,0%,26.43
188.114.98.194:1180,0%,26.43
162.159.195.45:4500,0%,26.43
188.114.98.216:945,0%,26.43
188.114.96.141:894,0%,26.43
188.114.97.214:943,0%,26.44
162.159.195.142:8742,0%,26.44
188.114.98.24:890,0%,26.44
188.114.97.31:1018,0%,26.44
162.159.195.135:955,0%,26.44
162.159.192.119:7281,0%,26.44
162.159.192.142:7156,0%,26.44
188.114.99.177:908,0%,26.45
188.114.97.75:880,0%,26.45
188.114.98.217:7103,0%,26.45
188.114.97.82:2371,0%,26.45
188.114.96.18:1002,0%,26.46
162.159.192.162:1074,0%,26.46
188.114.98.118:8854,0%,26.46
188.114.97.28:3138,0%,26.48
162.159.195.32:908,0%,26.48
162.159.195.0:2506,0%,26.48
162.159.192.136:955,0%,26.48
162.159.192.10:864,0%,26.49
188.114.97.189:5279,0%,26.49
162.159.192.182:2371,0%,26.49
162.159.195.178:955,0%,26.49
162.159.195.167:894,0%,26.49
188.114.99.189:4500,0%,26.49
188.114.96.107:5279,0%,26.49
188.114.96.70:859,0%,26.49
188.114.96.29:946,0%,26.49
188.114.98.47:903,0%,26.49
188.114.99.169:878,0%,26.49
188.114.96.60:8742,0%,26.50
188.114.98.9:7103,0%,26.50
188.114.97.159:945,0%,26.50
188.114.96.171:968,0%,26.50
188.114.99.49:859,0%,26.50
162.159.192.213:1180,0%,26.50
162.159.195.189:7281,0%,26.50
188.114.97.15:943,0%,26.51
188.114.98.150:908,0%,26.51
188.114.98.134:945,0%,26.51
188.114.98.199:7559,0%,26.51
162.159.192.42:8319,0%,26.51
162.159.195.96:1002,0%,26.51
188.114.98.61:1010,0%,26.51
188.114.98.87:1070,0%,26.52
162.159.195.99:1843,0%,26.52
188.114.97.100:7156,0%,26.52
188.114.97.38:859,0%,26.52
188.114.96.225:7152,0%,26.52
188.114.98.135:1014,0%,26.52
188.114.98.163:987,0%,26.52
188.114.98.114:934,0%,26.53
188.114.96.193:7559,0%,26.53
188.114.98.232:7281,0%,26.53
188.114.97.182:4233,0%,26.53
188.114.99.108:945,0%,26.53
188.114.97.96:880,0%,26.53
162.159.195.154:8854,0%,26.54
188.114.99.69:968,0%,26.54
162.159.192.223:8742,0%,26.54
188.114.97.89:1387,0%,26.54
188.114.98.216:955,0%,26.55
188.114.98.102:1180,0%,26.55
188.114.96.170:1018,0%,26.55
188.114.98.127:1074,0%,26.55
188.114.99.251:1010,0%,26.55
188.114.99.228:854,0%,26.55
188.114.99.205:908,0%,26.55
162.159.192.142:3476,0%,26.55
188.114.97.152:859,0%,26.55
188.114.99.132:4500,0%,26.55
162.159.195.84:4233,0%,26.56
188.114.99.252:7559,0%,26.56
188.114.99.241:903,0%,26.56
188.114.97.95:934,0%,26.56
188.114.96.94:4233,0%,26.56
188.114.96.0:3476,0%,26.57
188.114.96.109:1070,0%,26.57
162.159.195.197:4177,0%,26.57
188.114.97.109:1074,0%,26.57
188.114.98.113:3476,0%,26.57
188.114.99.16:1018,0%,26.57
188.114.97.53:8886,0%,26.58
162.159.192.100:928,0%,26.58
188.114.99.136:988,0%,26.58
188.114.98.146:859,0%,26.58
188.114.96.143:4233,0%,26.58
188.114.98.230:3854,0%,26.58
188.114.96.202:864,0%,26.58
162.159.192.56:943,0%,26.58
188.114.98.221:1010,0%,26.58
188.114.96.230:903,0%,26.59
162.159.192.142:8886,0%,26.59
162.159.192.62:2371,0%,26.59
162.159.195.103:7281,0%,26.59
188.114.97.234:7281,0%,26.60
162.159.192.34:7559,0%,26.60
162.159.192.222:2506,0%,26.60
188.114.96.105:968,0%,26.61
188.114.99.189:1002,0%,26.61
188.114.97.99:891,0%,26.61
188.114.98.74:934,0%,26.61
162.159.195.78:4500,0%,26.61
188.114.98.179:864,0%,26.61
162.159.192.46:4177,0%,26.61
162.159.192.179:3581,0%,26.62
188.114.96.207:934,0%,26.62
188.114.98.216:5279,0%,26.62
162.159.195.21:943,0%,26.63
188.114.97.40:8886,0%,26.63
188.114.98.148:3854,0%,26.63
188.114.98.137:3581,0%,26.63
188.114.99.44:890,0%,26.63
162.159.192.42:908,0%,26.63
188.114.96.113:946,0%,26.64
188.114.98.58:903,0%,26.64
188.114.98.19:3476,0%,26.64
188.114.97.1:890,0%,26.64
162.159.195.95:500,0%,26.64
188.114.97.237:987,0%,26.64
188.114.99.105:3138,0%,26.65
188.114.98.7:943,0%,26.65
188.114.99.9:1843,0%,26.66
188.114.96.103:1070,0%,26.66
188.114.97.168:1018,0%,26.66
162.159.195.157:4500,0%,26.66
188.114.96.156:908,0%,26.67
162.159.192.160:945,0%,26.67
188.114.96.24:968,0%,26.67
162.159.195.72:903,0%,26.67
188.114.99.209:891,0%,26.67
188.114.98.97:854,0%,26.67
188.114.98.13:4500,0%,26.68
188.114.98.140:854,0%,26.68
162.159.192.182:4233,0%,26.68
162.159.195.241:7281,0%,26.68
188.114.98.91:7156,0%,26.68
162.159.192.248:1014,0%,26.68
162.159.195.241:894,0%,26.69
188.114.99.139:1180,0%,26.69
188.114.97.53:1387,0%,26.69
188.114.99.238:5279,0%,26.70
162.159.195.144:3138,0%,26.71
162.159.195.140:1701,0%,26.71
162.159.195.126:3854,0%,26.71
188.114.96.177:864,0%,26.72
188.114.96.211:2408,0%,26.72
188.114.96.232:890,0%,26.72
188.114.97.178:854,0%,26.72
188.114.99.73:7156,0%,26.73
188.114.96.191:8319,0%,26.74
162.159.192.110:946,0%,26.75
188.114.97.9:880,0%,26.75
188.114.98.139:894,0%,26.76
188.114.97.101:894,0%,26.77
188.114.96.32:890,0%,26.78
162.159.195.219:890,0%,26.79
162.159.192.227:4233,0%,26.79
188.114.98.126:988,0%,26.80
162.159.195.140:8854,0%,26.81
188.114.99.143:5279,0%,26.82
162.159.195.205:955,0%,26.83
188.114.96.13:934,0%,26.83
188.114.96.63:1014,0%,26.84
162.159.195.209:1014,0%,26.86
188.114.98.93:908,0%,26.88
162.159.192.52:3476,0%,26.88
188.114.97.213:1843,0%,26.88
188.114.96.134:7559,0%,26.88
188.114.99.231:7559,0%,26.89
188.114.99.245:3476,0%,26.89
188.114.97.24:1010,0%,26.90
188.114.98.5:8854,0%,26.90
188.114.96.191:987,0%,26.90
162.159.195.251:894,0%,26.90
188.114.99.105:4198,0%,26.91
188.114.98.176:988,0%,26.92
188.114.96.85:7156,0%,26.93
162.159.195.73:5279,0%,26.93
188.114.98.80:908,0%,26.96
162.159.192.141:3138,0%,26.96
162.159.195.133:7156,0%,26.96
188.114.96.217:955,0%,27.00
162.159.195.70:7281,0%,27.01
162.159.192.156:945,0%,27.08
162.159.192.22:908,0%,27.14
162.159.195.214:3581,0%,27.14
162.159.192.214:939,0%,27.15
162.159.192.53:903,0%,27.16
188.114.98.142:864,0%,27.19
188.114.97.109:7281,0%,27.21
162.159.192.244:968,0%,27.21
188.114.99.201:945,0%,27.22
188.114.98.46:7559,0%,27.23
188.114.97.221:1010,0%,27.24
162.159.195.68:2506,0%,27.32
188.114.97.147:7152,0%,27.32
188.114.98.25:1701,0%,27.32
188.114.99.231:1014,0%,27.35
188.114.98.239:4233,0%,27.37
162.159.192.32:7103,0%,27.40
188.114.97.20:878,0%,27.41
188.114.97.25:3476,0%,27.56
162.159.195.224:1014,0%,27.64
162.159.195.201:859,0%,27.89
162.159.195.49:968,0%,27.95
188.114.98.122:1387,0%,30.12
188.114.98.149:2408,0%,30.74
162.159.195.163:891,0%,31.09
188.114.99.46:934,0%,31.73
188.114.96.29:1014,0%,32.03
188.114.98.45:859,0%,32.07
188.114.98.207:3138,0%,51.95
188.114.97.128:894,0%,54.53
